OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Pop20,HH20,MHI20,DAC20,Shape__Area,Shape__Length
20979,06,073,020304,2,060730203042,Block Group 2,G5030,S,276681,0,623,215,178207,N,395940.56811925,3556.11526862247
20980,06,037,554802,1,060375548021,Block Group 1,G5030,S,687311,0,2512,721,92589,N,999493.345153515,4180.51316908279
20981,06,037,433200,1,060374332001,Block Group 1,G5030,S,523196,0,973,391,39563,Y,764418.384807085,3923.98705052998
20982,06,073,020305,1,060730203051,Block Group 1,G5030,S,1582537,0,3061,1231,82411,N,2263892.50563022,7201.66360607117
20983,06,073,020305,2,060730203052,Block Group 2,G5030,S,1188886,0,1360,464,90208,N,1700645.26624843,7103.94131222244
20984,06,037,433200,2,060374332002,Block Group 2,G5030,S,411606,0,592,191,45750,Y,601293.6298181,4234.42256504078
20985,06,057,000200,2,060570002002,Block Group 2,G5030,S,79919960,226023,1779,657,82121,N,133137058.819449,89312.4788555553
20986,06,037,554406,2,060375544062,Block Group 2,G5030,S,218461,0,671,223,110125,N,317687.565408465,2609.62840740468
20987,06,037,433302,1,060374333021,Block Group 1,G5030,S,854241,0,1711,468,51538,Y,1247867.1614292,6186.76419220809
20988,06,037,141202,2,060371412022,Block Group 2,G5030,S,159206,0,1530,792,90500,N,233033.79295279,2506.18351551677
20989,06,037,183222,1,060371832221,Block Group 1,G5030,S,215372,0,910,344,77870,N,315120.476857165,2440.11342224659
20990,06,037,183701,3,060371837013,Block Group 3,G5030,S,159449,0,930,352,41375,Y,233172.472067885,2036.28082743011
20991,06,037,185202,1,060371852021,Block Group 1,G5030,S,638865,0,1879,570,105250,N,933965.919646005,8206.12363411802
20992,06,037,186403,1,060371864031,Block Group 1,G5030,S,184420,0,1401,405,52475,Y,269724.277753445,2624.92986386982
20993,06,037,432602,3,060374326023,Block Group 3,G5030,S,348366,0,1276,306,93750,N,509122.275169285,5101.21759566303
20994,06,037,432700,1,060374327001,Block Group 1,G5030,S,453948,0,3251,610,64643,N,663331.071633815,3322.14320088774
20995,06,037,432700,2,060374327002,Block Group 2,G5030,S,816510,17290,1198,335,39159,Y,1218307.27044731,6267.10695807014
20996,06,037,432700,3,060374327003,Block Group 3,G5030,S,555131,16239,1709,477,58581,Y,834963.6008075,4573.48152963279
20997,06,085,504507,2,060855045072,Block Group 2,G5030,S,527343,0,1670,433,77688,N,837989.732405045,4908.1300121344
20998,06,085,504507,4,060855045074,Block Group 4,G5030,S,645583,0,1388,376,151875,N,1025607.85284628,4109.31078233005
20999,06,003,010000,1,060030100001,Block Group 1,G5030,S,1912292607,12557304,1159,397,85750,N,3156005636.97361,275565.411844435
21000,06,085,504102,2,060855041022,Block Group 2,G5030,S,368023,0,1572,286,0,Data Not Available,583579.16834438,3530.32569801919
21001,06,085,504102,3,060855041023,Block Group 3,G5030,S,328159,0,1656,394,54917,Y,520397.751157245,3385.96277872597
21002,06,037,554406,3,060375544063,Block Group 3,G5030,S,415626,0,1978,672,66875,N,604427.64892024,3735.89128968627
21003,06,085,504201,2,060855042012,Block Group 2,G5030,S,613770,0,1475,416,174000,N,973788.48110415,4593.76552532312
21004,06,085,504201,3,060855042013,Block Group 3,G5030,S,673454,0,1330,396,157330,N,1068305.04489218,5929.29882890236
21005,06,085,504802,1,060855048021,Block Group 1,G5030,S,963883,0,1165,469,91719,N,1530248.02748208,5114.15345423973
21006,06,085,504802,2,060855048022,Block Group 2,G5030,S,391392,0,1273,346,153000,N,621235.448668655,3530.73058141917
21007,06,085,504805,1,060855048051,Block Group 1,G5030,S,522111,0,3127,1299,113623,N,828794.47199475,4933.5110669878
21008,06,085,503207,1,060855032071,Block Group 1,G5030,S,852053,0,2596,615,100481,N,1348734.63775542,7491.45986912882
21009,06,085,503207,2,060855032072,Block Group 2,G5030,S,437947,0,1276,338,109167,N,693258.464182135,3922.02215413347
21010,06,085,503208,1,060855032081,Block Group 1,G5030,S,254924,0,1919,353,115673,N,403355.0273119,3061.18711196087
21011,06,037,432801,1,060374328011,Block Group 1,G5030,S,360824,16317,1679,675,19411,Y,551078.01125418,3163.9072201503
21012,06,037,432802,1,060374328021,Block Group 1,G5030,S,128722,0,1837,561,35984,Y,188092.370656415,2071.81711132779
21013,06,037,432802,2,060374328022,Block Group 2,G5030,S,169905,0,1656,433,53952,Y,248273.19795825,2509.1910832891
21014,06,085,503327,1,060855033271,Block Group 1,G5030,S,357646,0,2005,502,112386,N,566351.29139841,3573.63757901049
21015,06,085,503327,2,060855033272,Block Group 2,G5030,S,463254,0,1426,431,154063,N,733605.359750525,3737.67080069513
21016,06,085,503327,3,060855033273,Block Group 3,G5030,S,619382,0,1418,482,108889,N,980741.703285425,7005.2571716527
21017,06,085,503401,1,060855034011,Block Group 1,G5030,S,336814,0,1165,221,92583,N,533740.23130392,4077.14884916715
21018,06,085,503401,2,060855034012,Block Group 2,G5030,S,226769,0,1588,295,90536,N,359330.091468745,2656.69602695107
21019,06,085,504308,3,060855043083,Block Group 3,G5030,S,1122963,0,1058,325,177153,N,1782362.489042,6457.16734802693
21020,06,085,504323,1,060855043231,Block Group 1,G5030,S,459974,0,1681,480,109483,N,730123.57821797,4648.42325435658
21021,06,085,504805,2,060855048052,Block Group 2,G5030,S,480548,0,1961,753,126534,N,762927.9591496,3590.47499039822
21022,06,085,504806,1,060855048061,Block Group 1,G5030,S,402641,0,1672,451,89688,N,639095.284810005,3847.30237953922
21023,06,085,504806,2,060855048062,Block Group 2,G5030,S,425581,0,1300,354,115833,N,675448.31502964,4326.68979706609
21024,06,037,433402,1,060374334021,Block Group 1,G5030,S,221809,0,1905,514,53500,Y,323999.265124345,2287.08618048183
21025,06,085,503208,2,060855032082,Block Group 2,G5030,S,851390,18008,1939,390,132031,N,1375727.73101305,5982.25669415302
21026,06,085,503210,1,060855032101,Block Group 1,G5030,S,1003006,0,2817,634,101042,N,1587623.39064893,4807.24979768966
21027,06,085,503210,2,060855032102,Block Group 2,G5030,S,592923,0,1729,385,105101,N,938370.26425242,4666.40502505322
21028,06,085,503211,2,060855032112,Block Group 2,G5030,S,466832,0,2138,501,160288,N,739276.086473135,3864.56239665991
21029,06,095,250400,3,060952504003,Block Group 3,G5030,S,335155,0,1013,299,59671,Y,541964.49578469,3251.0429386757
21030,06,085,504314,1,060855043141,Block Group 1,G5030,S,376055,0,1538,363,139570,N,596915.15610302,3746.61269544329
21031,06,085,503212,1,060855032121,Block Group 1,G5030,S,969615,0,1875,416,92174,N,1535251.2945278,7190.9285528714
21032,06,085,503213,1,060855032131,Block Group 1,G5030,S,315197,0,1931,417,49250,Y,498974.511991955,3449.67114162734
21033,06,085,504314,3,060855043143,Block Group 3,G5030,S,297022,0,953,273,110650,N,471524.427368015,3269.70660835964
21034,06,085,504314,2,060855043142,Block Group 2,G5030,S,482648,0,1507,384,181053,N,766133.270853415,4214.62014880858
21035,06,085,504315,1,060855043151,Block Group 1,G5030,S,309361,0,1229,396,129000,N,491215.80611426,3598.83562222443
21036,06,085,504315,5,060855043155,Block Group 5,G5030,S,247335,0,1493,416,134891,N,392742.535280665,3051.41450267533
21037,06,085,505100,1,060855051001,Block Group 1,G5030,S,703865,0,1372,764,61364,Y,1116258.00442401,5242.00084978554
21038,06,085,505302,1,060855053021,Block Group 1,G5030,S,792283,0,2632,884,121643,N,1256456.93966974,4713.78305710556
21039,06,085,505302,2,060855053022,Block Group 2,G5030,S,646631,0,1713,588,147115,N,1025238.80343997,4028.55864806185
21040,06,085,505303,1,060855053031,Block Group 1,G5030,S,289281,0,1644,605,129779,N,458717.185714,2908.85959812386
21041,06,085,505303,3,060855053033,Block Group 3,G5030,S,250247,0,848,235,159063,N,396765.980428,2726.20789392372
21042,06,085,505303,4,060855053034,Block Group 4,G5030,S,193241,0,1552,548,78375,N,306446.46567702,2388.57710316638
21043,06,085,505304,1,060855053041,Block Group 1,G5030,S,374102,0,1418,352,182841,N,593258.658930405,4194.58400712215
21044,06,085,503504,1,060855035041,Block Group 1,G5030,S,268592,0,2362,383,128317,N,425651.468864725,3074.58240479734
21045,06,085,503504,4,060855035044,Block Group 4,G5030,S,439270,0,1511,299,103661,N,696041.402883435,4662.77695227342
21046,06,085,503506,1,060855035061,Block Group 1,G5030,S,437581,0,1974,392,100385,N,693515.70248319,3401.26936568038
21047,06,085,503506,2,060855035062,Block Group 2,G5030,S,314448,0,2079,312,91111,N,498412.88875966,3026.9791549568
21048,06,085,504315,2,060855043152,Block Group 2,G5030,S,225930,0,1026,281,138365,N,358698.32325118,2917.66291112237
21049,06,085,504315,3,060855043153,Block Group 3,G5030,S,381678,0,1974,454,156389,N,605944.501940935,3658.85759463394
21050,06,085,504316,1,060855043161,Block Group 1,G5030,S,656705,0,2502,709,155208,N,1042135.61779369,5954.1544128134
21051,06,085,504316,2,060855043162,Block Group 2,G5030,S,471819,0,3011,797,128917,N,748616.872286255,3924.61806896501
21052,06,095,250601,2,060952506012,Block Group 2,G5030,S,1117938,28927,1883,583,91417,N,1853906.3808623,5818.9496062853
21053,06,085,503217,1,060855032171,Block Group 1,G5030,S,172243,0,1075,271,77880,N,272618.91154626,2256.03043218437
21054,06,085,503217,3,060855032173,Block Group 3,G5030,S,195143,0,1426,333,0,Data Not Available,308815.829615415,2375.92071982895
21055,06,085,503218,1,060855032181,Block Group 1,G5030,S,184869,0,1825,311,70956,N,292530.273210305,2162.69494682053
21056,06,085,503508,1,060855035081,Block Group 1,G5030,S,348825,0,1630,395,90529,N,553007.34150333,3384.60914204461
21057,06,085,503508,2,060855035082,Block Group 2,G5030,S,354179,0,1708,427,70101,N,561570.37282202,3821.53693820463
21058,06,085,503509,1,060855035091,Block Group 1,G5030,S,520754,0,2112,363,96964,N,825522.02147282,4655.06986175383
21059,06,085,503510,1,060855035101,Block Group 1,G5030,S,463520,0,2254,617,73046,N,734835.11402267,3691.49436436952
21060,06,037,460700,5,060374607005,Block Group 5,G5030,S,2648352,5249,1530,444,134691,N,3888695.90075075,11729.4993182709
21061,06,085,505202,1,060855052021,Block Group 1,G5030,S,258823,0,2056,669,82404,N,410386.32126996,3789.16358050182
21062,06,085,505202,2,060855052022,Block Group 2,G5030,S,8387117,0,1773,594,101919,N,13303345.9021081,19512.1039284069
21063,06,085,503304,1,060855033041,Block Group 1,G5030,S,496269,0,2258,586,59375,Y,786045.12093233,3548.67306038302
21064,06,085,503304,2,060855033042,Block Group 2,G5030,S,229784,0,2232,407,84983,N,363920.999558425,2571.63912797254
21065,06,037,460900,2,060374609002,Block Group 2,G5030,S,359683,0,1496,407,79792,N,526755.994500225,3311.15466951733
21066,06,037,460900,3,060374609003,Block Group 3,G5030,S,321656,0,1550,345,100117,N,471138.26261078,2895.56997120062
21067,06,037,460900,5,060374609005,Block Group 5,G5030,S,320047,0,998,225,77695,N,468716.714988365,2895.87115492281
21068,06,037,461000,2,060374610002,Block Group 2,G5030,S,415665,0,1907,505,73155,N,608951.075119485,3524.8750798746
21069,06,085,503304,3,060855033043,Block Group 3,G5030,S,458278,0,2115,456,110278,N,725729.681832935,4336.60724663156
21070,06,085,503304,4,060855033044,Block Group 4,G5030,S,303257,0,768,320,83333,N,480194.3805499,2860.63989961343
21071,06,085,503305,1,060855033051,Block Group 1,G5030,S,576620,0,1401,339,90923,N,913200.045965165,3983.30337799715
21072,06,085,503305,2,060855033052,Block Group 2,G5030,S,806547,0,1965,419,90257,N,1277547.07118551,4782.25327048959
21073,06,085,503305,3,060855033053,Block Group 3,G5030,S,941099,0,2212,620,65000,N,1490894.72200729,5476.62575124968
21074,06,085,503510,2,060855035102,Block Group 2,G5030,S,285806,0,887,282,94773,N,453061.467481315,2888.28911901261
21075,06,085,503510,3,060855035103,Block Group 3,G5030,S,283606,0,2204,382,118750,N,449544.523439375,3019.52184687356
21076,06,095,250103,1,060952501031,Block Group 1,G5030,S,583887,0,1135,372,54688,Y,944765.52143239,5928.25922894226
21077,06,095,253300,2,060952533002,Block Group 2,G5030,S,178862360,194876,1123,444,69196,N,292737589.350411,92396.3320796704
21078,06,095,250105,1,060952501051,Block Group 1,G5030,S,650788,0,1719,675,95651,N,1053348.75849946,4424.31503841217
21079,06,085,504317,2,060855043172,Block Group 2,G5030,S,531603,0,2179,544,135714,N,843389.53223141,4159.10869203971
21080,06,075,980600,1,060759806001,Block Group 1,G5030,S,2132298,2016110,747,308,91364,N,6641845.83636985,12519.7248072212
21081,06,085,503313,1,060855033131,Block Group 1,G5030,S,492136,0,1612,474,232596,N,779697.002541745,4361.89015132487
21082,06,085,503511,1,060855035111,Block Group 1,G5030,S,442654,0,1556,383,106063,N,701561.04133924,3791.21457716077
21083,06,085,503511,2,060855035112,Block Group 2,G5030,S,386507,0,1966,445,91688,N,612621.096889595,4119.80874393392
21084,06,085,503601,1,060855036011,Block Group 1,G5030,S,929906,0,1542,314,96591,N,1474554.31410059,5219.36754020065
21085,06,085,503601,2,060855036012,Block Group 2,G5030,S,442409,0,1909,558,68056,N,701402.068922435,3365.3997679065
21086,06,085,503602,1,060855036021,Block Group 1,G5030,S,265407,0,1466,346,76795,N,420736.59507169,2669.48850324092
21087,06,085,504319,2,060855043192,Block Group 2,G5030,S,534929,0,2837,923,171458,N,848654.055291665,4192.58912612399
21088,06,085,504320,1,060855043201,Block Group 1,G5030,S,452792,0,1961,553,178125,N,718835.95831653,3565.23574353434
21089,06,085,504321,1,060855043211,Block Group 1,G5030,S,547121,0,2551,729,106094,N,868393.810343635,3905.85502371735
21090,06,085,505304,2,060855053042,Block Group 2,G5030,S,183884,0,797,235,195625,N,291585.37811552,2180.98066000247
21091,06,085,505304,3,060855053043,Block Group 3,G5030,S,464423,0,1344,519,193583,N,736351.421430265,3787.79613878912
21092,06,085,505305,2,060855053052,Block Group 2,G5030,S,263269,0,643,221,92266,N,417507.69410328,2677.46237008157
21093,06,085,505305,4,060855053054,Block Group 4,G5030,S,378068,0,2076,558,144722,N,599467.4770059,3368.2930608688
21094,06,085,505305,3,060855053053,Block Group 3,G5030,S,495401,0,1436,624,111429,N,785434.609581795,4495.09226776827
21095,06,085,505401,1,060855054011,Block Group 1,G5030,S,417299,0,1547,462,136500,N,661519.157490175,3465.91777287042
21096,06,085,503313,2,060855033132,Block Group 2,G5030,S,573352,0,1605,442,164375,N,908447.497450905,5786.06522268728
21097,06,085,503313,3,060855033133,Block Group 3,G5030,S,540569,0,1204,364,166346,N,856615.34968147,3914.8745474243
21098,06,085,503315,1,060855033151,Block Group 1,G5030,S,509290,0,3037,588,174579,N,806768.492887175,4077.99651175615
21099,06,085,503315,2,060855033152,Block Group 2,G5030,S,398822,0,1034,277,83523,N,631703.367975455,3673.96507561513
21100,06,085,503315,3,060855033153,Block Group 3,G5030,S,329945,0,3260,945,134213,N,522598.757971925,4317.8954677411
21101,06,085,503703,2,060855037032,Block Group 2,G5030,S,412008,0,2691,499,90417,N,653067.684318785,4786.65262664435
21102,06,085,503712,1,060855037121,Block Group 1,G5030,S,291548,0,1448,304,79063,N,462315.40005085,3166.87247320755
21103,06,095,250200,1,060952502001,Block Group 1,G5030,S,451665,0,1485,533,53854,Y,730683.97329631,4169.65858921425
21104,06,085,504321,3,060855043213,Block Group 3,G5030,S,382295,0,1587,520,171066,N,606688.059287965,3681.12428319084
21105,06,085,504411,1,060855044111,Block Group 1,G5030,S,685322,0,3451,874,163313,N,1088369.8338592,4259.22140569176
21106,06,085,504411,2,060855044112,Block Group 2,G5030,S,679590,0,2646,711,134563,N,1079157.7378139,4216.25676862484
21107,06,085,504412,4,060855044124,Block Group 4,G5030,S,188818,0,1131,350,115536,N,300043.616634315,2463.3470410837
21108,06,085,504412,3,060855044123,Block Group 3,G5030,S,100553,0,1396,424,72083,N,159781.887927805,2629.65909172986
21109,06,095,250200,2,060952502002,Block Group 2,G5030,S,338644,0,713,251,54750,Y,547795.33161286,5324.39682548152
21110,06,095,250400,2,060952504002,Block Group 2,G5030,S,501438,0,1387,601,68295,N,810924.876438925,4355.73572990243
21111,06,085,505203,1,060855052031,Block Group 1,G5030,S,1078921,0,5048,922,131277,N,1710271.86586394,7034.27595135315
21112,06,085,505203,2,060855052032,Block Group 2,G5030,S,357005,0,861,343,124583,N,565850.18644316,4039.5117044414
21113,06,085,505301,1,060855053011,Block Group 1,G5030,S,264053,0,1037,325,0,Data Not Available,418801.086900605,3193.3803487594
21114,06,085,503337,1,060855033371,Block Group 1,G5030,S,372392,0,2684,765,90560,N,589607.98275909,3133.59232155181
21115,06,085,503336,1,060855033361,Block Group 1,G5030,S,295194,0,1520,375,116750,N,467449.15934979,2874.88332030409
21116,06,085,503337,2,060855033372,Block Group 2,G5030,S,393583,0,1502,312,148500,N,623092.623483655,3334.31476836522
21117,06,085,503707,1,060855037071,Block Group 1,G5030,S,132973,0,2522,623,93828,N,210859.77937022,1951.92123238007
21118,06,085,503707,2,060855037072,Block Group 2,G5030,S,358336,0,2078,518,86667,N,568182.173599365,3914.23197360551
21119,06,085,503708,1,060855037081,Block Group 1,G5030,S,1219639,0,3024,719,103173,N,1934442.36709863,5656.03582252161
21120,06,085,503709,1,060855037091,Block Group 1,G5030,S,611316,0,3782,1160,0,Data Not Available,969503.232634715,3927.55972427821
21121,06,085,503802,1,060855038021,Block Group 1,G5030,S,329188,0,1778,407,162063,N,522352.21335537,3036.24056141443
21122,06,085,504412,2,060855044122,Block Group 2,G5030,S,428256,0,1491,331,100469,N,680507.874300085,3417.41041721754
21123,06,085,504413,1,060855044131,Block Group 1,G5030,S,632750,0,1969,742,94375,N,1005391.93479755,4676.29150038612
21124,06,085,504414,1,060855044141,Block Group 1,G5030,S,635497,0,2631,833,101922,N,1009931.88336425,4495.39674056514
21125,06,013,392000,1,060133920001,Block Group 1,G5030,S,571527,0,977,415,104375,N,919700.236259165,6331.39303181418
21126,06,085,503331,2,060855033312,Block Group 2,G5030,S,332565,0,1183,357,160369,N,526435.74828235,3446.73186060283
21127,06,085,503321,1,060855033211,Block Group 1,G5030,S,1025828,246839,1771,503,120125,N,2016726.43891632,6296.55309760881
21128,06,085,503321,2,060855033212,Block Group 2,G5030,S,727835,0,2961,672,159600,N,1153141.98081446,5906.28104226338
21129,06,085,503322,1,060855033221,Block Group 1,G5030,S,236919,0,1663,355,113828,N,375528.90852517,2986.94712816269
21130,06,085,504414,2,060855044142,Block Group 2,G5030,S,617122,0,1052,371,192188,N,980567.665237565,4372.81340874968
21131,06,085,504415,1,060855044151,Block Group 1,G5030,S,423464,0,2286,634,190132,N,672606.53660451,3480.60293533465
21132,06,085,504416,1,060855044161,Block Group 1,G5030,S,571230,0,1837,536,152123,N,907242.11800277,4295.09100978675
21133,06,085,504416,2,060855044162,Block Group 2,G5030,S,551293,0,1990,544,145208,N,875583.600809405,3708.81992802752
21134,06,085,503322,2,060855033222,Block Group 2,G5030,S,850691,0,1941,472,107917,N,1348221.98163294,4634.88872570195
21135,06,085,503322,3,060855033223,Block Group 3,G5030,S,356312,0,1386,303,89188,N,564720.061923085,3838.3501861208
21136,06,085,503323,1,060855033231,Block Group 1,G5030,S,486544,0,1690,455,137989,N,770985.470841995,3530.15166229838
21137,06,085,503803,1,060855038031,Block Group 1,G5030,S,386953,0,2566,539,157557,N,614004.70094839,3795.51118472155
21138,06,085,511701,2,060855117012,Block Group 2,G5030,S,4420557,0,2033,693,250001,N,7011278.00939757,15272.7243384087
21139,06,085,512200,2,060855122002,Block Group 2,G5030,S,92816707,218893,748,325,130982,N,146326080.040648,85344.8697519011
21140,06,085,504421,2,060855044212,Block Group 2,G5030,S,505536,0,1691,462,169048,N,803536.116504395,4096.23262108958
21141,06,081,600100,2,060816001002,Block Group 2,G5030,S,6258080,2117772,1349,509,163516,N,13399077.5845314,20001.5697440534
21142,06,001,435103,2,060014351032,Block Group 2,G5030,S,5010993,0,1766,503,147583,N,8012670.07658798,17526.8251604761
21143,06,001,437102,1,060014371021,Block Group 1,G5030,S,143705,0,1321,570,0,Data Not Available,229501.74106834,1952.23566607875
21144,06,001,441523,2,060014415232,Block Group 2,G5030,S,142759,0,1168,449,132736,N,227591.454232585,1960.95727518024
21145,06,001,405402,2,060014054022,Block Group 2,G5030,S,94280,0,1032,404,76000,N,151238.07295196,1654.45432896194
21146,06,001,407102,2,060014071022,Block Group 2,G5030,S,128469,0,1142,274,59875,Y,205997.54162408,2249.12165919209
21147,06,001,435602,2,060014356022,Block Group 2,G5030,S,140393,0,696,295,85172,N,224526.51010019,1974.54816006061
21148,06,001,406300,3,060014063003,Block Group 3,G5030,S,122873,0,880,245,53264,Y,197083.961832635,1801.64691503034
21149,06,085,503111,3,060855031113,Block Group 3,G5030,S,421943,0,3173,581,119688,N,668348.285592265,3364.08224332434
21150,06,085,503112,2,060855031122,Block Group 2,G5030,S,240657,0,1524,496,58684,Y,381259.383584,2580.28123476983
21151,06,085,503323,2,060855033232,Block Group 2,G5030,S,645319,0,2361,624,138309,N,1022541.073564,4084.57989557588
21152,06,085,503324,1,060855033241,Block Group 1,G5030,S,455164,0,1825,439,146875,N,721115.35431964,3478.00186536541
21153,06,085,503324,2,060855033242,Block Group 2,G5030,S,372806,0,1758,466,142287,N,590654.232273415,3250.67077542426
21154,06,085,503325,2,060855033252,Block Group 2,G5030,S,503975,0,2391,580,170484,N,798263.619663225,4478.94175122429
21155,06,085,503325,1,060855033251,Block Group 1,G5030,S,634437,0,2234,597,135125,N,1005018.38478217,5313.09111010444
21156,06,023,010102,1,060230101021,Block Group 1,G5030,S,803898926,1577552,1009,442,80192,N,1416675737.3554,388938.184388416
21157,06,023,010800,1,060230108001,Block Group 1,G5030,S,57517218,22372203,1109,490,41071,Y,139019472.869642,65700.7402272232
21158,06,023,010800,2,060230108002,Block Group 2,G5030,S,35007910,539453,999,398,61731,Y,61767764.9784681,59924.3170602859
21159,06,023,010400,2,060230104002,Block Group 2,G5030,S,28970542,62583,1657,652,59808,Y,50999923.1967745,32807.8650647922
21160,06,023,000200,5,060230002005,Block Group 5,G5030,S,195026,0,762,211,37043,Y,340555.93797019,2667.18212051187
21161,06,023,000600,2,060230006002,Block Group 2,G5030,S,721881,0,861,394,64028,N,1260350.96443834,4720.7613688969
21162,06,023,011100,4,060230111004,Block Group 4,G5030,S,95604917,2306039,725,311,31607,Y,169293531.430343,99580.1190996173
21163,06,023,010300,3,060230103003,Block Group 3,G5030,S,4782641,249485,533,238,48966,Y,8813631.98349842,17743.4411911249
21164,06,023,010102,2,060230101022,Block Group 2,G5030,S,243615401,359446,304,124,0,Data Not Available,428779610.243508,118023.40754029
21165,06,023,010600,1,060230106001,Block Group 1,G5030,S,162968073,25288,1217,493,93750,N,283893410.271863,117883.506610164
21166,06,023,010200,2,060230102002,Block Group 2,G5030,S,12176684,1010186,1125,384,69000,N,23196511.5612337,25198.779619957
21167,06,023,000800,3,060230008003,Block Group 3,G5030,S,13030119,9224921,1370,640,56339,Y,38885773.7349328,29203.1144587044
21168,06,023,010300,5,060230103005,Block Group 5,G5030,S,576968885,739602,646,280,78438,N,1012897509.76361,234869.329628771
21169,06,023,010200,1,060230102001,Block Group 1,G5030,S,11843492,5720551,628,295,78606,N,30918913.0354765,25965.3330960783
21170,06,023,000900,3,060230009003,Block Group 3,G5030,S,34815772,1454,940,340,72500,N,60813543.0069213,44283.5279741415
21171,06,085,503902,3,060855039023,Block Group 3,G5030,S,298556,0,1508,309,143594,N,473586.82240859,3163.19293771418
21172,06,085,504422,1,060855044221,Block Group 1,G5030,S,451075,0,1342,421,108958,N,717081.73288271,3465.57969990016
21173,06,085,504422,2,060855044222,Block Group 2,G5030,S,417065,0,1917,484,122500,N,663103.529734285,3601.41154494968
21174,06,037,460200,1,060374602001,Block Group 1,G5030,S,1310583,1899,791,346,103676,N,1923731.00314898,6111.03231507583
21175,06,037,460200,2,060374602002,Block Group 2,G5030,S,301901,0,885,229,70777,N,442432.20936849,2747.35334050807
21176,06,037,460200,4,060374602004,Block Group 4,G5030,S,316081,0,1331,304,70616,N,463115.29219279,2869.34216060103
21177,06,037,460200,5,060374602005,Block Group 5,G5030,S,679703,0,1319,437,164063,N,995968.36059642,4226.09090600718
21178,06,085,504505,3,060855045053,Block Group 3,G5030,S,170357,0,1964,796,148720,N,270504.54498775,2657.36928846131
21179,06,085,504505,2,060855045052,Block Group 2,G5030,S,587876,0,2592,642,115595,N,933366.147957315,4661.64613748831
21180,06,023,000500,3,060230005003,Block Group 3,G5030,S,310525,0,733,256,59444,Y,542413.91127205,3196.7841626567
21181,06,023,010102,3,060230101023,Block Group 3,G5030,S,258397285,4561366,159,77,25156,Y,466499930.691703,163535.208126583
21182,06,023,010600,2,060230106002,Block Group 2,G5030,S,47835741,28099,775,276,75921,N,83500171.3399358,56115.2140485654
21183,06,023,010300,2,060230103002,Block Group 2,G5030,S,23574731,112507,458,178,55833,Y,41528714.1509039,29328.2563600993
21184,06,023,011100,3,060230111003,Block Group 3,G5030,S,203299609,1247247,975,417,38750,Y,353451868.469588,142757.751877098
21185,06,023,010300,1,060230103001,Block Group 1,G5030,S,39946880,5749,770,335,68125,N,70166896.6462396,47998.7007626644
21186,06,023,001200,2,060230012002,Block Group 2,G5030,S,647427288,1463478,1079,425,69028,N,1129540793.50608,253739.459179266
21187,06,023,000100,1,060230001001,Block Group 1,G5030,S,3088834,2216011,1119,522,23482,Y,9268002.54786843,14360.8788077299
21188,06,023,000900,2,060230009002,Block Group 2,G5030,S,9885933,38348,1186,498,82344,N,17360748.4624532,20686.3468285405
21189,06,023,000100,4,060230001004,Block Group 4,G5030,S,251596,0,1071,531,22400,Y,439435.1883383,3128.30249559257
21190,06,023,010300,4,060230103004,Block Group 4,G5030,S,3321942,31518,816,384,51667,Y,5871559.16420106,18238.4418747854
21191,06,023,011200,3,060230112003,Block Group 3,G5030,S,907803893,29652697,1686,612,61228,Y,1616596123.06393,248000.572903204
21192,06,085,504001,2,060855040012,Block Group 2,G5030,S,500018,0,1788,508,96250,N,792773.347443145,3899.41745644344
21193,06,085,504002,1,060855040021,Block Group 1,G5030,S,431091,0,2351,611,75792,N,683542.80239942,3348.09964439855
21194,06,085,504002,2,060855040022,Block Group 2,G5030,S,222037,0,1839,333,90272,N,352027.31537106,2746.67523881762
21195,06,085,504101,1,060855041011,Block Group 1,G5030,S,423274,0,1366,301,153051,N,671390.30973389,3624.05008523186
21196,06,085,504101,2,060855041012,Block Group 2,G5030,S,288920,0,1884,402,64167,N,458206.8466618,2903.83714165557
21197,06,085,504102,1,060855041021,Block Group 1,G5030,S,646356,0,2523,595,118533,N,1025099.65452676,4318.10104593753
21198,06,075,012301,2,060750123012,Block Group 2,G5030,S,15204,0,618,416,36583,Y,24382.95987177,633.629520032398
21199,06,075,012302,1,060750123021,Block Group 1,G5030,S,15409,0,561,367,84712,N,24712.91004984,637.180623619599
21200,06,075,012502,2,060750125022,Block Group 2,G5030,S,15280,0,1093,723,14576,Y,24503.83311,637.726884958589
21201,06,075,022803,3,060750228033,Block Group 3,G5030,S,72433,0,1181,309,189769,N,116069.48968451,1479.0829962332
21202,06,075,025702,2,060750257022,Block Group 2,G5030,S,250226,0,1259,389,93942,N,400704.519841355,3180.95880230766
21203,06,075,047801,2,060750478012,Block Group 2,G5030,S,117321,0,1471,537,101098,N,188107.588156495,2007.46965282229
21204,06,081,600600,1,060816006001,Block Group 1,G5030,S,500080,0,2679,780,98958,N,800128.980641385,3996.87693670034
21205,06,085,506302,2,060855063022,Block Group 2,G5030,S,651880,0,2545,748,138182,N,1032379.41729728,4214.46590061788
21206,06,085,506302,3,060855063023,Block Group 3,G5030,S,448080,0,949,362,168000,N,709516.52143225,4660.80583032725
